Wall time,Step,Value
1744087517.059445,2048,298.01458740234375
1744087517.059781,4096,313.16796875
1744087517.060111,6144,320.8605041503906
1744087517.06044,8192,317.4433898925781
1744087517.060773,10240,318.9758605957031
1744087517.0611,12288,317.7711181640625
1744087517.061521,14336,320.44921875
1744087517.061851,16384,330.1903381347656
1744087517.062178,18432,340.6247863769531
1744087517.062674,20480,349.3556213378906
1744087517.063002,22528,362.9114074707031
1744087517.063329,24576,376.4266052246094
1744087517.063664,26624,387.27374267578125
1744087517.063994,28672,402.640380859375
1744087517.064322,30720,418.60791015625
1744087517.064657,32768,433.34539794921875
1744087517.064985,34816,448.9678039550781
1744087517.065312,36864,466.91424560546875
1744087517.065647,38912,485.39996337890625
1744087517.065975,40960,502.3625183105469
1744087517.066305,43008,530.767822265625
1744087517.06664,45056,553.0757446289062
1744087517.06698,47104,577.2994995117188
1744087517.067316,49152,602.3597412109375
1744087517.067654,51200,625.9722900390625
1744087517.067985,53248,650.82763671875
1744087517.068315,55296,673.7716674804688
1744087517.068654,57344,699.8890380859375
1744087517.068985,59392,724.7868041992188
1744087517.069317,61440,753.2260131835938
1744087517.069654,63488,780.0932006835938
1744087517.06998,65536,805.6236572265625
1744087517.070307,67584,831.0762329101562
1744087517.070641,69632,858.7964477539062
1744087517.070966,71680,884.9293823242188
1744087517.071289,73728,911.6924438476562
1744087517.071629,75776,939.2963256835938
1744087517.071955,77824,966.9151611328125
1744087517.07228,79872,993.4428100585938
1744087517.072615,81920,1018.78173828125
1744087517.07294,83968,1043.5892333984375
1744087517.073263,86016,1081.6297607421875
1744087517.073598,88064,1106.246337890625
1744087517.073926,90112,1131.7066650390625
1744087517.07425,92160,1155.7340087890625
1744087517.074586,94208,1180.6534423828125
1744087517.074911,96256,1204.516357421875
1744087517.075234,98304,1228.9141845703125
1744087517.075567,100352,1252.2608642578125
1744087517.075891,102400,1294.982421875
1744087517.076217,104448,1338.572998046875
1744087517.076551,106496,1381.6722412109375
1744087517.076878,108544,1426.5361328125
1744087517.077203,110592,1473.21826171875
1744087517.077533,112640,1518.4378662109375
1744087517.077859,114688,1564.6103515625
1744087517.078188,116736,1610.4708251953125
1744087517.078521,118784,1656.495361328125
1744087517.078849,120832,1704.1142578125
1744087517.079175,122880,1749.1875
1744087517.07951,124928,1793.0615234375
1744087517.079838,126976,1838.14453125
1744087517.080165,129024,1904.78369140625
1744087517.080502,131072,1948.603271484375
1744087517.080828,133120,1992.4241943359375
1744087517.081154,135168,2036.7353515625
1744087517.08149,137216,2078.208740234375
1744087517.081814,139264,2119.3779296875
1744087517.082141,141312,2160.412353515625
1744087517.082473,143360,2199.68994140625
1744087517.082805,145408,2238.602294921875
1744087517.08313,147456,2275.9482421875
1744087517.083464,149504,2311.4375
1744087517.083792,151552,2348.304931640625
1744087517.084117,153600,2384.385009765625
1744087517.084445,155648,2420.691650390625
1744087517.084781,157696,2453.42919921875
1744087517.085108,159744,2487.58154296875
1744087517.085434,161792,2518.22021484375
1744087517.085769,163840,2549.1796875
1744087517.086092,165888,2581.094970703125
1744087517.086433,167936,2611.552490234375
1744087517.086766,169984,2638.85400390625
1744087517.087092,172032,2678.30810546875
1744087517.08742,174080,2705.88134765625
1744087517.087757,176128,2731.195068359375
1744087517.088081,178176,2756.494140625
1744087517.088406,180224,2782.640869140625
1744087517.088746,182272,2808.337158203125
1744087517.089075,184320,2832.904541015625
1744087517.089401,186368,2855.778076171875
1744087517.089736,188416,2878.1806640625
1744087517.090062,190464,2900.505126953125
1744087517.090388,192512,2922.7099609375
1744087517.090723,194560,2943.431884765625
1744087517.091048,196608,2963.78857421875
1744087517.091374,198656,2983.66357421875
1744087517.091712,200704,3002.253662109375
1744087517.092042,202752,3022.00439453125
1744087517.09237,204800,3040.15185546875
1744087517.092705,206848,3059.259765625
1744087517.093029,208896,3076.8193359375
1744087517.093355,210944,3091.29443359375
1744087517.093688,212992,3108.3779296875
1744087517.094013,215040,3129.9716796875
1744087517.094337,217088,3145.3623046875
1744087517.094674,219136,3159.4091796875
1744087517.094999,221184,3173.63671875
1744087517.095324,223232,3187.821533203125
1744087517.095656,225280,3204.086181640625
1744087517.09598,227328,3216.513671875
1744087517.096305,229376,3230.369140625
1744087517.096637,231424,3243.926025390625
1744087517.09696,233472,3257.686767578125
1744087517.097286,235520,3268.13720703125
1744087517.097626,237568,3281.28564453125
1744087517.097957,239616,3291.619384765625
1744087517.098289,241664,3304.72265625
1744087517.09863,243712,3317.93408203125
1744087517.098958,245760,3328.669921875
1744087517.099286,247808,3338.24560546875
1744087517.099627,249856,3350.59814453125
1744087517.099952,251904,3359.48193359375
1744087517.10028,253952,3369.166748046875
1744087517.100616,256000,3385.396728515625
1744087517.100941,258048,3395.343017578125
1744087517.101265,260096,3403.010986328125
1744087517.101601,262144,3413.156005859375
1744087517.101926,264192,3421.1767578125
1744087517.102248,266240,3429.418212890625
1744087517.102584,268288,3438.98291015625
1744087517.10291,270336,3449.81787109375
1744087517.103234,272384,3458.6552734375
1744087517.103582,274432,3467.34423828125
1744087517.10391,276480,3476.177734375
1744087517.104235,278528,3483.361572265625
1744087517.104575,280576,3487.778076171875
1744087517.104898,282624,3495.366943359375
1744087517.105224,284672,3501.016357421875
1744087517.105558,286720,3508.884765625
1744087517.105881,288768,3516.4482421875
1744087517.106206,290816,3522.14111328125
1744087517.10654,292864,3527.970703125
1744087517.10687,294912,3534.470703125
1744087517.107193,296960,3542.2900390625
1744087517.107529,299008,3551.41796875
1744087517.107855,301056,3559.62841796875
1744087517.108178,303104,3566.29541015625
1744087517.108511,305152,3571.89306640625
1744087517.108995,307200,3577.6552734375
1744087517.109316,309248,3584.263916015625
1744087517.109749,311296,3591.407470703125
1744087517.110072,313344,3599.030517578125
1744087517.110393,315392,3602.47900390625
1744087517.110721,317440,3608.46533203125
1744087517.111046,319488,3612.673583984375
1744087517.11137,321536,3618.31298828125
1744087517.111703,323584,3623.463134765625
1744087517.112029,325632,3627.669677734375
1744087517.11235,327680,3635.393310546875
1744087517.112687,329728,3640.731201171875
1744087517.113013,331776,3646.027587890625
1744087517.113335,333824,3650.474609375
1744087517.113672,335872,3657.43798828125
1744087517.113998,337920,3662.153564453125
1744087517.114323,339968,3670.794921875
1744087517.114659,342016,3678.093017578125
1744087517.11499,344064,3683.9345703125
1744087517.115321,346112,3688.644287109375
