Wall time,Step,Value
1744084018.320135,2048,38.49644088745117
1744084018.320483,4096,27.17119789123535
1744084018.320833,6144,24.283672332763672
1744084018.321177,8192,21.04288673400879
1744084018.321531,10240,21.127256393432617
1744084018.321872,12288,20.85672950744629
1744084018.322211,14336,21.245718002319336
1744084018.322554,16384,23.311708450317383
1744084018.322887,18432,23.343338012695312
1744084018.323216,20480,24.222496032714844
1744084018.323553,22528,26.928298950195312
1744084018.323888,24576,29.070573806762695
1744084018.324232,26624,31.424373626708984
1744084018.324573,28672,32.456356048583984
1744084018.324903,30720,32.55399703979492
1744084018.325238,32768,31.269582748413086
1744084018.325587,34816,33.393768310546875
1744084018.325921,36864,34.621402740478516
1744084018.326261,38912,34.32853317260742
1744084018.326605,40960,35.782344818115234
1744084018.326939,43008,40.269432067871094
1744084018.327275,45056,43.0324592590332
1744084018.327618,47104,45.6641845703125
1744084018.327948,49152,48.997589111328125
1744084018.32828,51200,53.7549934387207
1744084018.328628,53248,55.76215744018555
1744084018.328963,55296,60.36031723022461
1744084018.329293,57344,65.74864196777344
1744084018.329634,59392,70.1192855834961
1744084018.329988,61440,73.93665313720703
1744084018.330322,63488,78.72270202636719
1744084018.330668,65536,83.53730773925781
1744084018.330999,67584,88.63944244384766
1744084018.33134,69632,92.9580078125
1744084018.331681,71680,98.55785369873047
1744084018.332011,73728,102.5027847290039
1744084018.332346,75776,108.52571105957031
1744084018.332693,77824,113.4449691772461
1744084018.33303,79872,118.42554473876953
1744084018.333364,81920,123.49851989746094
1744084018.333705,83968,126.27081298828125
1744084018.334043,86016,134.16392517089844
1744084018.334374,88064,138.57345581054688
1744084018.33472,90112,143.16012573242188
1744084018.335061,92160,146.1558380126953
1744084018.335392,94208,149.80984497070312
1744084018.335731,96256,153.68592834472656
1744084018.336063,98304,157.7679443359375
1744084018.336401,100352,162.2704620361328
1744084018.336746,102400,169.53689575195312
1744084018.337078,104448,175.88717651367188
1744084018.337416,106496,182.67539978027344
1744084018.337759,108544,190.03701782226562
1744084018.338089,110592,197.7256317138672
1744084018.338419,112640,205.24783325195312
1744084018.338758,114688,212.53285217285156
1744084018.339086,116736,219.48170471191406
1744084018.339422,118784,226.31924438476562
1744084018.339765,120832,233.05740356445312
1744084018.340104,122880,240.62664794921875
1744084018.340445,124928,246.0922393798828
1744084018.340789,126976,251.26376342773438
1744084018.341128,129024,259.80596923828125
1744084018.341465,131072,266.1244812011719
1744084018.341806,133120,272.11456298828125
1744084018.342136,135168,276.8301086425781
1744084018.342482,137216,282.5834655761719
1744084018.342814,139264,288.2889404296875
1744084018.343152,141312,293.2890319824219
1744084018.343505,143360,297.3006286621094
1744084018.34384,145408,301.441650390625
1744084018.344289,147456,305.5937805175781
1744084018.344632,149504,310.05560302734375
1744084018.344966,151552,312.395751953125
1744084018.345299,153600,316.28326416015625
1744084018.34564,155648,318.8355712890625
1744084018.345972,157696,321.84759521484375
1744084018.346309,159744,324.6332702636719
1744084018.346649,161792,328.7999572753906
1744084018.346981,163840,331.053466796875
1744084018.347311,165888,332.5065612792969
1744084018.347671,167936,334.22845458984375
1744084018.348005,169984,336.6959228515625
1744084018.348335,172032,338.79071044921875
1744084018.348675,174080,340.0827331542969
1744084018.349005,176128,339.8865966796875
1744084018.349334,178176,341.46307373046875
1744084018.349679,180224,341.1966552734375
1744084018.350016,182272,341.79132080078125
1744084018.350346,184320,342.053955078125
1744084018.350683,186368,341.5563049316406
1744084018.351009,188416,342.0030517578125
1744084018.351345,190464,341.6812744140625
1744084018.351687,192512,342.4710998535156
1744084018.352019,194560,341.70159912109375
1744084018.352351,196608,340.1745910644531
1744084018.352695,198656,339.2802429199219
1744084018.353026,200704,338.4869079589844
1744084018.353357,202752,337.554931640625
1744084018.353699,204800,335.7359313964844
1744084018.354025,206848,334.2144775390625
1744084018.354353,208896,333.9931640625
1744084018.35469,210944,331.4965515136719
1744084018.355017,212992,329.3576965332031
1744084018.35535,215040,326.6037292480469
1744084018.355695,217088,324.0269470214844
1744084018.356024,219136,322.3951416015625
1744084018.356362,221184,319.7644958496094
1744084018.356701,223232,317.9992370605469
1744084018.357032,225280,316.28570556640625
1744084018.35736,227328,313.9972839355469
1744084018.357705,229376,312.48577880859375
1744084018.358036,231424,310.42181396484375
1744084018.358367,233472,308.6444396972656
1744084018.358706,235520,307.3851318359375
1744084018.359037,237568,306.106689453125
1744084018.359364,239616,303.7424621582031
1744084018.359704,241664,301.71417236328125
1744084018.360038,243712,298.96881103515625
1744084018.360367,245760,297.56768798828125
1744084018.360706,247808,296.0479431152344
1744084018.361041,249856,293.3059387207031
1744084018.361378,251904,291.4271240234375
1744084018.361718,253952,289.76605224609375
1744084018.362047,256000,286.0699462890625
1744084018.362384,258048,281.3682556152344
1744084018.362723,260096,279.7731018066406
1744084018.36305,262144,276.65179443359375
1744084018.363381,264192,275.08154296875
1744084018.36372,266240,273.6248779296875
1744084018.364054,268288,270.7044982910156
1744084018.364382,270336,268.3447265625
1744084018.364723,272384,266.182373046875
1744084018.365063,274432,264.26318359375
1744084018.365395,276480,261.6021728515625
1744084018.36574,278528,259.07977294921875
1744084018.36607,280576,255.23582458496094
1744084018.366405,282624,252.61627197265625
1744084018.366746,284672,250.36920166015625
1744084018.367077,286720,248.8981475830078
1744084018.367418,288768,245.947021484375
1744084018.367765,290816,243.6977996826172
1744084018.368096,292864,241.46018981933594
1744084018.368425,294912,236.46368408203125
1744084018.368766,296960,235.1464385986328
1744084018.369104,299008,232.98683166503906
1744084018.369431,301056,230.81637573242188
1744084018.369771,303104,228.46658325195312
1744084018.370108,305152,227.0372772216797
1744084018.370437,307200,224.14344787597656
1744084018.370786,309248,221.72486877441406
1744084018.371116,311296,220.01449584960938
1744084018.371553,313344,216.9141387939453
1744084018.371894,315392,216.0380859375
1744084018.372246,317440,214.46658325195312
1744084018.372592,319488,212.0705108642578
1744084018.372921,321536,211.19728088378906
1744084018.373254,323584,210.38363647460938
1744084018.373602,325632,209.46852111816406
