;mean;min;max;median;std;var
4096;0.054426269605755806;0.02734375;0.09443359076976776;0.05251464992761612;0.015518759837001237;0.00024083190687852266
6144;0.04237548839300871;0.02084960974752903;0.05996093899011612;0.04318847693502903;0.01275307350811011;0.0001626408839032599
8192;0.041079101525247096;0.01850586012005806;0.083740234375;0.04047851637005806;0.014821585104944749;0.00021967938502312004
10240;0.03278076201677323;0.010205077938735485;0.05805664137005806;0.03195800818502903;0.012824503125619884;0.00016446788041903415
12288;0.02989013644400984;0.0066894530318677425;0.04692382737994194;0.02946777455508709;0.011305448169996027;0.00012781315832446652
14336;0.031223144475370647;0.01904296875;0.05429687350988388;0.03005371056497097;0.009970895089053251;9.941874887690625e-05
16384;0.03313232413493097;0.00961914099752903;0.05742187425494194;0.03103027306497097;0.013832659369360746;0.0001913424652287636
18432;0.043679199367761615;0.019287109375;0.09575195610523224;0.03950195200741291;0.019421950863920644;0.00037721217536054784
20480;0.03769287094473839;0.01591796800494194;0.06577148288488388;0.03447265550494194;0.013276631145231942;0.00017626893456654282
22528;0.04814453162252903;0.03251953050494194;0.07485351711511612;0.04360351711511612;0.01173610241471043;0.00013773609988857195
24576;0.051120606064796445;0.02041015587747097;0.091064453125;0.05214843899011612;0.01854973663182262;0.00034409272910998197
26624;0.046403808519244194;0.02568359300494194;0.07480468600988388;0.04116210900247097;0.012692309917013424;0.0001610947310295173
28672;0.05057861348614097;0.02768554724752903;0.07343749701976776;0.05190429836511612;0.011475411948953183;0.0001316850793981775
30720;0.05208007814362645;0.02226562425494194;0.08662109076976776;0.05449218675494194;0.014074544041340578;0.00019809278997163555
32768;0.05734130842611194;0.02724609337747097;0.09130859375;0.0545654296875;0.015673115234100043;0.0002456465411413788
34816;0.058925781026482583;0.02045898512005806;0.11689452826976776;0.05502929724752903;0.021435916587390306;0.0004594985199415548
36864;0.05763183627277613;0.03398437425494194;0.07412109524011612;0.0609130859375;0.012046702534807791;0.00014512304196214447
38912;0.05498535092920065;0.02519531175494194;0.08881835639476776;0.05366210825741291;0.01811703678884294;0.0003282270220082885
40960;0.06414550803601742;0.04038085788488388;0.12958984076976776;0.06008300743997097;0.018775141183947807;0.00035250592647717306
43008;0.06412353496998549;0.03662109375;0.103515625;0.06193847581744194;0.017160324103882;0.00029447672335027356
45056;0.06248779352754354;0.04458007961511612;0.09702148288488388;0.06088867038488388;0.01321492288400473;0.00017463418683019187
47104;0.0623632812872529;0.043212890625;0.08383788913488388;0.06191406026482582;0.010641289537890808;0.00011323704302922439
49152;0.07479980401694775;0.04506836086511612;0.10737304389476776;0.07375488057732582;0.013963997243640567;0.00019499321902040137
51200;0.06806396413594484;0.046142578125;0.10141601413488388;0.06730956956744194;0.013702927538836888;0.00018777022313461438
53248;0.06595947332680226;0.04135742038488388;0.11284179985523224;0.06242675706744194;0.019952915003635815;0.00039811881714231517
55296;0.07176757827401162;0.04594726487994194;0.09746094048023224;0.07060546800494194;0.013353690676897016;0.00017832105469424629
57344;0.07181396428495646;0.04755859449505806;0.09458007663488388;0.0706787109375;0.010483522682890607;0.00010990424784268187
59392;0.07389160133898258;0.04311523586511612;0.10468749701976776;0.07612304762005806;0.018961583944589716;0.0003595416656877225
61440;0.06939697284251452;0.039794921875;0.09746094048023224;0.06494140625;0.0171750099799969;0.0002949809678129932
63488;0.07333984375;0.05244140699505806;0.09995117038488388;0.07199706882238388;0.012039682585752783;0.0001449539567656788
65536;0.07337646540254354;0.03652343899011612;0.11162109673023224;0.07321777567267418;0.016609221952959514;0.0002758662538826722
67584;0.07221191432327032;0.03715820237994194;0.09829101711511612;0.07177734375;0.013286077362855395;0.00017651985169177855
69632;0.07762206960469484;0.05893554538488388;0.10844726860523224;0.074462890625;0.013956502618361169;0.00019478396533632216
71680;0.08152343630790711;0.05942382663488388;0.10122070461511612;0.08205566182732582;0.012218710158631903;0.0001492968779406545
73728;0.08051757849752902;0.05034179612994194;0.10068359225988388;0.08256836235523224;0.012631572474158742;0.00015955662316992483
75776;0.08548584021627903;0.05849609524011612;0.13066406548023224;0.0830078125;0.016659129057982627;0.00027752658097052115
77824;0.07808837853372097;0.05502929538488388;0.09765625;0.07612304762005806;0.011571832207886691;0.00013390730064748377
79872;0.08520263731479645;0.058837890625;0.12114258110523224;0.08176269382238388;0.016446531848936574;0.0002704884098580851
81920;0.08468749988824129;0.05830078199505806;0.119140625;0.0784912109375;0.01764735391364187;0.0003114291001533311
83968;0.09113769493997097;0.05068359524011612;0.12734374403953552;0.09335937723517418;0.017423448545498207;0.00030357655921762355
86016;0.09183105491101742;0.0576171875;0.12373046576976776;0.090087890625;0.018842298164955095;0.0003550322001370702
88064;0.08355224635452033;0.05864257737994194;0.107666015625;0.080322265625;0.014532445042483069;0.0002111919589127907
90112;0.08697753958404064;0.0634765625;0.121826171875;0.08437499776482582;0.015985280138930257;0.00025552918112007814
92160;0.09614257849752902;0.07231445610523224;0.13334961235523224;0.09270019456744194;0.018823038037585706;0.00035430676096439835
94208;0.0909228514879942;0.05502929538488388;0.11992187798023224;0.0888671875;0.01608744730496596;0.00025880596079005654
96256;0.09619140587747096;0.0615234375;0.12407226860523224;0.09602050855755806;0.013573999508195428;0.00018425346264848975
98304;0.0955786131322384;0.06953124701976776;0.12553711235523224;0.09550781175494194;0.013962978806030334;0.00019496477713765227
100352;0.10669189430773258;0.07749023288488388;0.16147461533546448;0.10727538913488388;0.019686393233695733;0.0003875540785517011
