Wall time,Step,Value
1741305723.642384,500,22.628826141357422
1741305723.64439,1000,15.244447708129883
1741305723.646347,1500,12.925037384033203
1741305723.648359,2000,10.285441398620605
1741305723.650286,2500,11.916879653930664
1741305723.652304,3000,11.73537540435791
1741305723.654356,3500,11.349430084228516
1741305723.656305,4000,12.483109474182129
1741305723.6583,4500,12.963517189025879
1741305723.660349,5000,12.891373634338379
1741305723.662265,5500,12.689929962158203
1741305723.664357,6000,13.353279113769531
1741305723.666326,6500,14.339780807495117
1741305723.668371,7000,15.115530967712402
1741305723.670312,7500,15.820457458496094
1741305723.672331,8000,17.01918601989746
1741305723.674382,8500,17.760068893432617
1741305723.676359,9000,17.779287338256836
1741305723.678342,9500,18.184913635253906
1741305723.680275,10000,18.238204956054688
1741305723.682284,10500,19.336502075195312
1741305723.684437,11000,20.0690975189209
1741305723.686447,11500,20.856765747070312
1741305723.688386,12000,21.208084106445312
1741305723.690407,12500,21.843603134155273
1741305723.692344,13000,22.064579010009766
1741305723.694363,13500,22.939281463623047
1741305723.696311,14000,23.516908645629883
1741305723.698326,14500,23.78976058959961
1741305723.700405,15000,24.006555557250977
1741305723.702263,15500,24.607637405395508
1741305723.704315,16000,25.07434844970703
1741305723.70633,16500,25.499887466430664
1741305723.708456,17000,25.889972686767578
1741305723.710397,17500,26.52652359008789
1741305723.712396,18000,27.078134536743164
1741305723.714307,18500,27.612709045410156
1741305723.716327,19000,28.205331802368164
1741305723.718387,19500,28.642675399780273
1741305723.720297,20000,28.982473373413086
1741305723.722335,20500,29.368732452392578
1741305723.724395,21000,29.7106990814209
1741305723.726307,21500,30.2148380279541
1741305723.728354,22000,30.551883697509766
1741305723.730313,22500,31.12274742126465
1741305723.732318,23000,31.319093704223633
1741305723.734408,23500,31.67495346069336
1741305723.736383,24000,32.0792121887207
1741305723.738529,24500,32.51519012451172
1741305723.740329,25000,32.987483978271484
1741305723.742313,25500,33.3404541015625
1741305723.744347,26000,33.62790298461914
1741305723.746304,26500,34.03871154785156
1741305723.7483,27000,34.30568313598633
1741305723.750334,27500,34.37437438964844
1741305723.752396,28000,34.606937408447266
1741305723.754338,28500,34.82427978515625
1741305723.756343,29000,35.07742691040039
1741305723.758497,29500,35.338199615478516
1741305723.760395,30000,35.65827560424805
1741305723.762318,30500,35.93062973022461
1741305723.766663,31000,36.06291961669922
1741305723.770804,31500,36.26833724975586
1741305723.774332,32000,36.45444107055664
1741305723.776304,32500,36.57899475097656
1741305723.778329,33000,36.67926788330078
1741305723.780391,33500,36.84444808959961
1741305723.782317,34000,36.82853317260742
1741305723.784328,34500,36.89259719848633
1741305723.786284,35000,37.093875885009766
1741305723.788306,35500,37.20844650268555
1741305723.790345,36000,37.20062255859375
1741305723.792366,36500,37.103614807128906
1741305723.79434,37000,37.028541564941406
1741305723.796348,37500,36.75580978393555
1741305723.798259,38000,36.62540817260742
1741305723.800302,38500,36.49485778808594
1741305723.80238,39000,36.310142517089844
1741305723.804398,39500,36.27012252807617
1741305723.806294,40000,36.20161056518555
