;mean;min;max;median;std;var
500;0.11522489526541904;0.0013132214080542326;0.3198959529399872;0.06043698266148567;0.10843962711225763;0.011759152728245481
1000;0.07605722393345786;0.00046131861745379865;0.5144318342208862;0.02482634037733078;0.11672779982141603;0.01362537925114857
1500;0.166377777926391;0.0008525773300789297;2.484722852706909;0.02432351466268301;0.5347727706043656;0.2859819161798694
2000;0.04063114352757111;0.0014303820207715034;0.28421661257743835;0.01787676429376006;0.06286320372882591;0.0039517823830518715
2500;0.12587071949282064;2.2345718662108993e-06;1.026676058769226;0.03574853949248791;0.22782738074957293;0.051905315419210875
3000;0.149317690852331;0.0005128377233631909;1.9832019805908203;0.010644139256328344;0.4293186363682097;0.18431449153305907
3500;0.15882884921993537;9.349598258268088e-06;1.3073657751083374;0.016136877238750458;0.334012292759872;0.11156421171470643
4000;0.24312645306075636;3.396756028450909e-06;1.928823471069336;0.05737882852554321;0.4431003310592344;0.19633790338480314
4500;0.2996361246162621;1.5506615227423026e-06;2.9699628353118896;0.03064000327140093;0.7187884908106936;0.5166568945219145
5000;0.1412520748822565;3.5457063951582768e-09;0.9185730218887329;0.08094548061490059;0.2067257829677681;0.04273554934363676
5500;0.14238511293868203;1.6712852213274232e-09;1.0786269903182983;0.05239827744662762;0.2416765972056628;0.05840757763690818
6000;0.8476944553440262;0.00022632516629528254;11.9852933883667;0.09706008806824684;2.6059095589094237;6.7907646292155075
6500;0.0871303987086538;1.0915616854845211e-07;0.32755646109580994;0.05814998783171177;0.08506463247282069;0.0072359916977360605
7000;3.3932207691855387;1.0409240136510789e-10;59.59829330444336;0.0941590890288353;12.914224688134674;166.7771992956271
7500;0.40388893751305976;1.3285124389472713e-10;5.728802680969238;0.05724876932799816;1.2336461021892113;1.5218827054466342
8000;0.25656107291803776;1.223337108058331e-06;2.099200963973999;0.06870228424668312;0.5560525460645208;0.3091944339848361
8500;0.07575769024050254;1.0929385174662798e-09;0.2399425357580185;0.06884687021374702;0.062429695845006315;0.0038974669232999986
9000;0.1014956697319576;2.7580594178289175e-05;0.5111357569694519;0.05475410632789135;0.12430693622922126;0.015452214394695681
9500;0.13656371528056752;1.4535630725731608e-06;0.984086811542511;0.05379481241106987;0.2428544437003805;0.05897828082502129
10000;0.1307179864990758;0.0005873013869859278;0.9140443801879883;0.04099196195602417;0.21505167373442996;0.04624722237597971
10500;1.0421638496918604;0.005513156298547983;17.743276596069336;0.1063486598432064;3.8374215053316556;14.72580380958187
11000;0.15875640436897812;8.725046791369095e-05;0.8082395792007446;0.1245085746049881;0.18305742111347492;0.03351001942471609
11500;0.16642516762365672;1.661243089756681e-07;1.147339940071106;0.07095597684383392;0.25635819150144984;0.06571952234989402
12000;0.15525876224569896;1.0081289102126245e-12;0.47394201159477234;0.10517656430602074;0.14747964973135774;0.021750247084883968
12500;0.15186584262687064;9.950338331066177e-09;0.6268657445907593;0.09474701806902885;0.1678956596198094;0.028188952519170897
13000;0.8324054274456187;5.162930278856948e-07;6.801029205322266;0.12989884614944458;1.7390313544697469;3.0242300518288827
13500;0.2296546991682527;1.3971532375478546e-08;0.6454970836639404;0.23884198814630508;0.19325999835423294;0.037349426963878114
14000;0.41798154210773647;0.00016633181076031178;2.0767037868499756;0.13789697736501694;0.6116933099306132;0.37416870541386926
14500;0.4930948120218819;1.888117856507776e-10;3.203411817550659;0.12339044362306595;0.8123945894442881;0.6599849689583535
15000;0.2437162945099864;1.968475800140368e-07;1.7123907804489136;0.1310880109667778;0.36746609975730987;0.13503133447084922
15500;0.11109303756074951;4.205532241030596e-05;0.6001648902893066;0.044812239706516266;0.15104205467711931;0.022813702281085903
16000;0.24271843289270018;2.545229860206888e-10;1.2355937957763672;0.14936558529734612;0.2968855558324497;0.08814103326194259
16500;0.6487618152810682;3.455734986346215e-05;7.315944194793701;0.07421399652957916;1.6265581393702686;2.6456913807516704
17000;0.3474486423892158;6.417363168642609e-11;1.9634922742843628;0.07544045522809029;0.49723254391055705;0.24724020272376404
17500;1.0068041669961532;0.0003711450845003128;15.713641166687012;0.08090879395604134;3.3872779238280057;11.473651733252565
18000;0.33204292657070184;8.353364874813529e-12;2.88800311088562;0.04384286515414715;0.8047617096578372;0.6476414093314051
18500;0.2210332290851511;0.003772250609472394;1.0700329542160034;0.1141788437962532;0.25980056725617;0.06749633474662771
19000;0.6660920437971072;9.638066694606096e-05;7.928009033203125;0.1485331431031227;1.7004791025765307;2.891629178299483
19500;0.25205983735140763;2.1435203962028027e-05;1.3953053951263428;0.06951299123466015;0.39145567146917193;0.15323754272538026
20000;0.733658978859021;1.3734025117173587e-07;7.001497745513916;0.08136943355202675;1.8026003608902288;3.249368061081583
20500;0.37875534128424987;2.702605524973478e-05;1.2697566747665405;0.13803458958864212;0.4182065029671783;0.17489667912403653
21000;0.4941009642847348;0.0007412119302898645;3.2169723510742188;0.11081008985638618;0.9032760826416458;0.8159076814724374
21500;1.1858419302272227;8.250345295834904e-09;12.35325813293457;0.10571472346782684;2.90924869730011;8.463727982742387
22000;0.42119665605083856;2.338975768623186e-08;2.5899155139923096;0.07805922254920006;0.7125617175910699;0.5077442013763357
22500;0.2679551398290677;1.4622502861327824e-11;2.1062746047973633;0.08276321366429329;0.4974762806347283;0.24748264979416298
23000;2.761643657553941;0.006659701466560364;42.88937759399414;0.09659268707036972;9.316167355680893;86.79097419905432
23500;0.2479581597675679;1.4189940888975627e-11;1.9720497131347656;0.040238404646515846;0.47776742592106997;0.22826171327124506
24000;1.2735079813954304;1.785793179998052e-10;15.640669822692871;0.12866641953587532;3.452036786672095;11.916557976537405
24500;0.9564012332189431;1.3704005985548662e-10;9.64567756652832;0.06284235045313835;2.5843154036004052;6.6786861052863244
25000;0.39789116251410583;1.0130810773611998e-10;3.6619861125946045;0.09851666167378426;0.8041210762157645;0.6466107052143993
25500;1.4935807498811606;6.791302242792341e-11;25.928298950195312;0.058717263862490654;5.614680373404354;31.52463569549206
26000;1.200544549679683;4.2075894851612006e-11;10.908571243286133;0.07636740431189537;2.4906752051984227;6.203462977790204
26500;0.6549983273701304;6.347335851364377e-11;8.987760543823242;0.05233210138976574;1.984719932449272;3.939113210261443
27000;0.3110691452057067;1.761063517236039e-09;2.703787326812744;0.11902796849608421;0.5842850918184034;0.3413890685212401
27500;0.26553218706297904;1.552944578486759e-10;1.219979166984558;0.0766572393476963;0.348964990862647;0.12177656484776729
28000;0.18919134310747068;1.5321009738666902e-10;0.8733235597610474;0.08051465824246407;0.2457544295315372;0.06039523963437128
28500;0.48631634304765614;4.054338205605745e-05;3.4561049938201904;0.08747981116175652;0.8449847167667215;0.7139991715693366
29000;0.6156811370510695;7.235974044306204e-05;5.451632976531982;0.10134217888116837;1.4226076004274728;2.023812384794012
29500;0.5360987520893105;0.0003668320132419467;2.252004384994507;0.23785550892353058;0.6408307508193032;0.4106640511956319
30000;2.6229467546916565;0.002115370472893119;35.342308044433594;0.12268437072634697;7.927626138581271;62.84725619311699
30500;0.6748814432881772;0.002749024424701929;5.467902183532715;0.09872984513640404;1.2893334591195014;1.6623807688050587
