Wall time,Step,Value
1741456751.154072,2048,37.34651184082031
1741456751.156038,4096,28.414932250976562
1741456751.15817,6144,19.76630401611328
1741456751.160029,8192,18.55162239074707
1741456751.162074,10240,21.78123664855957
1741456751.164128,12288,19.95466423034668
1741456751.16603,14336,18.834449768066406
1741456751.168088,16384,20.806222915649414
1741456751.170106,18432,20.737890243530273
1741456751.172075,20480,22.60486602783203
1741456751.174153,22528,24.548789978027344
1741456751.176135,24576,26.67621612548828
1741456751.178305,26624,28.297273635864258
1741456751.180159,28672,27.377605438232422
1741456751.18206,30720,29.47642707824707
1741456751.184101,32768,30.763078689575195
1741456751.186256,34816,32.31370162963867
1741456751.188141,36864,34.27931594848633
1741456751.190162,38912,36.0999870300293
1741456751.192048,40960,37.03523635864258
1741456751.194044,43008,38.950347900390625
1741456751.196087,45056,41.4456787109375
1741456751.197985,47104,43.92341995239258
1741456751.200088,49152,43.60346221923828
1741456751.202087,51200,45.39215850830078
1741456751.204113,53248,48.72332763671875
1741456751.206096,55296,52.61066436767578
1741456751.208144,57344,57.42472457885742
1741456751.210126,59392,59.37859344482422
1741456751.212032,61440,64.77140045166016
1741456751.214072,63488,67.57971954345703
1741456751.216107,65536,72.2455825805664
1741456751.218015,67584,76.0780258178711
1741456751.220147,69632,79.56439971923828
1741456751.222163,71680,84.05553436279297
1741456751.224135,73728,86.710205078125
1741456751.226055,75776,90.15924072265625
1741456751.2281,77824,92.53431701660156
1741456751.229987,79872,97.119384765625
1741456751.232062,81920,101.3190689086914
1741456751.234152,83968,103.44145202636719
1741456751.236153,86016,107.60336303710938
1741456751.238061,88064,110.4238052368164
1741456751.240216,90112,113.6020736694336
1741456751.242052,92160,116.26567840576172
1741456751.244057,94208,118.6660385131836
1741456751.246157,96256,120.7079849243164
1741456751.248042,98304,125.69023132324219
1741456751.25004,100352,129.2104949951172
1741456751.252088,102400,130.67916870117188
1741456751.254135,104448,132.62335205078125
1741456751.256004,106496,134.66864013671875
1741456751.258215,108544,136.78675842285156
1741456751.260296,110592,136.4048614501953
1741456751.262029,112640,138.6983184814453
1741456751.264076,114688,140.2314453125
1741456751.266105,116736,142.43048095703125
1741456751.268142,118784,143.40936279296875
1741456751.27014,120832,144.65139770507812
1741456751.272142,122880,144.36314392089844
1741456751.274027,124928,145.37440490722656
1741456751.276061,126976,147.1312713623047
1741456751.278093,129024,149.633544921875
1741456751.280031,131072,149.1263885498047
1741456751.282119,133120,149.83169555664062
1741456751.284164,135168,150.24147033691406
1741456751.286026,137216,151.2657012939453
1741456751.288045,139264,150.8640899658203
1741456751.290103,141312,151.80892944335938
1741456751.292108,143360,149.76519775390625
1741456751.294049,145408,151.80923461914062
1741456751.296174,147456,151.29449462890625
1741456751.29811,149504,150.59103393554688
1741456751.300039,151552,150.2797393798828
1741456751.302069,153600,149.61770629882812
1741456751.30412,155648,149.322265625
1741456751.30602,157696,148.8948974609375
1741456751.308055,159744,149.14195251464844
1741456751.310128,161792,148.53822326660156
1741456751.312132,163840,148.62071228027344
1741456751.314183,165888,147.99075317382812
1741456751.316115,167936,146.7360076904297
1741456751.318054,169984,146.44610595703125
1741456751.320034,172032,147.95913696289062
1741456751.322046,174080,149.82742309570312
1741456751.324144,176128,150.54559326171875
1741456751.326006,178176,149.1317901611328
1741456751.328077,180224,148.95645141601562
1741456751.330143,182272,149.00741577148438
1741456751.332139,184320,150.1451873779297
1741456751.33407,186368,150.1212158203125
1741456751.336061,188416,149.1807403564453
1741456751.338187,190464,148.17160034179688
1741456751.340043,192512,147.55299377441406
1741456751.342076,194560,146.76876831054688
1741456751.344087,196608,145.28224182128906
1741456751.346163,198656,145.2861328125
1741456751.348257,200704,144.63841247558594
