Wall time,Step,Value
1741456952.656867,2048,57.180999755859375
1741456952.658935,4096,37.4548225402832
1741456952.660935,6144,31.08749771118164
1741456952.662913,8192,29.228492736816406
1741456952.664915,10240,27.241283416748047
1741456952.666867,12288,24.68079376220703
1741456952.668943,14336,24.73967170715332
1741456952.670939,16384,24.184616088867188
1741456952.672863,18432,25.905227661132812
1741456952.674925,20480,26.950504302978516
1741456952.676974,22528,27.185245513916016
1741456952.678876,24576,27.319591522216797
1741456952.680933,26624,27.301414489746094
1741456952.683,28672,27.206449508666992
1741456952.684906,30720,28.19317054748535
1741456952.686914,32768,28.946393966674805
1741456952.688821,34816,28.924556732177734
1741456952.69089,36864,30.24067497253418
1741456952.69288,38912,32.223140716552734
1741456952.694927,40960,33.49445343017578
1741456952.696885,43008,35.489871978759766
1741456952.698887,45056,36.86494064331055
1741456952.700932,47104,37.68716812133789
1741456952.703164,49152,38.84528350830078
1741456952.705025,51200,40.91862487792969
1741456952.706888,53248,43.15421676635742
1741456952.709,55296,45.08386993408203
1741456952.71088,57344,47.58775329589844
1741456952.713002,59392,50.10923385620117
1741456952.715106,61440,52.12873840332031
1741456952.716952,63488,53.00101089477539
1741456952.718897,65536,56.856658935546875
1741456952.720945,67584,59.802940368652344
1741456952.722828,69632,61.8809700012207
1741456952.724918,71680,65.88917541503906
1741456952.726894,73728,68.01612854003906
1741456952.728948,75776,68.26488494873047
1741456952.730872,77824,71.4926986694336
1741456952.732933,79872,72.21881866455078
1741456952.734945,81920,72.68394470214844
1741456952.736927,83968,74.06352996826172
1741456952.738945,86016,76.51155090332031
1741456952.740976,88064,75.79637145996094
1741456952.742925,90112,76.24966430664062
1741456952.74498,92160,76.61444091796875
1741456952.746955,94208,78.1167984008789
1741456952.748923,96256,75.82603454589844
1741456952.750962,98304,75.54454040527344
1741456952.752914,100352,75.48777770996094
1741456952.754904,102400,75.2495346069336
1741456952.756843,104448,75.35041809082031
1741456952.759029,106496,74.9320297241211
1741456952.760981,108544,72.49398803710938
1741456952.762945,110592,70.84449005126953
1741456952.764974,112640,69.93531036376953
1741456952.766916,114688,69.37649536132812
1741456952.768938,116736,68.00617218017578
1741456952.770862,118784,67.70289611816406
1741456952.772994,120832,66.20402526855469
1741456952.775013,122880,67.30783081054688
1741456952.776895,124928,67.40384674072266
1741456952.778999,126976,67.78363037109375
1741456952.780938,129024,66.94879150390625
1741456952.78295,131072,66.26358032226562
1741456952.784948,133120,66.40408325195312
1741456952.786967,135168,66.80435180664062
1741456952.788953,137216,65.55962371826172
1741456952.790862,139264,64.18506622314453
1741456952.792886,141312,62.69667434692383
1741456952.794974,143360,62.218170166015625
1741456952.796874,145408,61.87506103515625
1741456952.798949,147456,61.61307144165039
1741456952.800972,149504,61.53122329711914
1741456952.802857,151552,61.30942916870117
1741456952.804928,153600,60.55084228515625
1741456952.806941,155648,62.05666732788086
1741456952.808884,157696,62.505184173583984
1741456952.810934,159744,61.19990158081055
1741456952.812944,161792,60.17118453979492
1741456952.814931,163840,60.4296989440918
1741456952.816914,165888,60.685184478759766
1741456952.818963,167936,61.57502365112305
1741456952.820883,169984,61.07075500488281
1741456952.822943,172032,60.001522064208984
1741456952.824848,174080,58.784820556640625
1741456952.82687,176128,57.73268127441406
1741456952.828979,178176,57.181907653808594
1741456952.830949,180224,55.676414489746094
1741456952.832883,182272,54.54347610473633
1741456952.835209,184320,53.328269958496094
1741456952.836913,186368,51.31704330444336
1741456952.838934,188416,51.02935791015625
1741456952.841007,190464,49.5975456237793
1741456952.84293,192512,47.79750061035156
1741456952.844946,194560,46.550296783447266
1741456952.84687,196608,46.08746337890625
1741456952.848895,198656,45.31528854370117
1741456952.85096,200704,43.35666275024414
