Wall time,Step,Value
1743645944.769755,2048,298.01458740234375
1743645944.770093,4096,313.16796875
1743645944.770429,6144,320.8605041503906
1743645944.770772,8192,317.4433898925781
1743645944.771106,10240,318.9758605957031
1743645944.771437,12288,317.7711181640625
1743645944.771779,14336,320.44921875
1743645944.772118,16384,330.1903381347656
1743645944.772449,18432,340.6247863769531
1743645944.77279,20480,349.3556213378906
1743645944.773125,22528,362.9114074707031
1743645944.77346,24576,376.4266052246094
1743645944.773794,26624,387.27374267578125
1743645944.774128,28672,402.640380859375
1743645944.774466,30720,418.60791015625
1743645944.774797,32768,433.34539794921875
1743645944.775128,34816,448.9678039550781
1743645944.775466,36864,466.91424560546875
1743645944.7758,38912,485.39996337890625
1743645944.776137,40960,502.3625183105469
1743645944.776473,43008,530.767822265625
1743645944.776805,45056,553.0757446289062
1743645944.777147,47104,577.2994995117188
1743645944.777496,49152,602.3597412109375
1743645944.777833,51200,625.9722900390625
1743645944.778167,53248,650.82763671875
1743645944.778518,55296,673.7716674804688
1743645944.778852,57344,699.8890380859375
1743645944.779182,59392,724.7868041992188
1743645944.779532,61440,753.2260131835938
1743645944.779863,63488,780.0932006835938
1743645944.780196,65536,805.6236572265625
1743645944.780541,67584,831.0762329101562
1743645944.780873,69632,858.7964477539062
1743645944.781204,71680,884.9293823242188
1743645944.78155,73728,911.6924438476562
1743645944.781883,75776,939.2963256835938
1743645944.782213,77824,966.9151611328125
1743645944.782553,79872,993.4428100585938
1743645944.782887,81920,1018.78173828125
1743645944.783216,83968,1043.5892333984375
1743645944.783556,86016,1081.6297607421875
1743645944.783886,88064,1106.246337890625
1743645944.784214,90112,1131.7066650390625
1743645944.784553,92160,1155.7340087890625
1743645944.784889,94208,1180.6534423828125
1743645944.785217,96256,1204.516357421875
1743645944.785558,98304,1228.9141845703125
1743645944.785892,100352,1252.2608642578125
1743645944.786222,102400,1294.982421875
1743645944.786562,104448,1338.572998046875
1743645944.786898,106496,1381.6722412109375
1743645944.787233,108544,1426.5361328125
1743645944.78757,110592,1473.21826171875
1743645944.787903,112640,1518.4378662109375
1743645944.788236,114688,1564.6103515625
1743645944.788578,116736,1610.4708251953125
1743645944.788913,118784,1656.495361328125
1743645944.789247,120832,1704.1142578125
1743645944.789589,122880,1749.1875
